date,year,season,location,sampleID,sampleID.prefix,labelColor,microhabitat,vial,scientificName,stage,notes,number,benthicArea
2015-11-04,2015,Fall,Upstream,01URFA15.NA,01URFA15,Blue,NA,UR13,Maccaffertium sp.,larva,NA,7,3.45
2015-11-04,2015,Fall,Upstream,01URFA15.NA,01URFA15,Blue,NA,UR13,Maccaffertium vicarium,larva,NA,3,3.45
2015-11-04,2015,Fall,Upstream,01URFA15.NA,01URFA15,Blue,NA,UR21,Mystacides sp.,larva,NA,1,3.45
2015-11-04,2015,Fall,Upstream,01URFA15.NA,01URFA15,Blue,NA,UR18,Neoleptophlebia sp.,larva,"(recently changed from Paraleptophlebia, has gills forked with tracheal branching at base)",2,3.45
2015-11-04,2015,Fall,Upstream,01URFA15.NA,01URFA15,Blue,NA,UR14,Neophylax sp.,larva,"Type 1- cream/yellowish body, dark brown head (some with vertical yellow stripe), Normal chloride epithelia",2,3.45
2015-11-04,2015,Fall,Upstream,01URFA15.NA,01URFA15,Blue,NA,UR4,Psephenus sp.,larva,NA,5,3.45
2015-11-04,2015,Fall,Upstream,01URFA15.NA,01URFA15,Blue,NA,UR8,Rhyacophila sp.,larva,NA,1,3.45
2015-11-04,2015,Fall,Upstream,01URFA15.NA,01URFA15,Blue,NA,UR3,segmented_worms,adult,NA,3,3.45
2015-11-04,2015,Fall,Upstream,01URFA15.NA,01URFA15,Blue,NA,UR5,Sperchonopsis sp.,adult,NA,1,3.45
2015-11-04,2015,Fall,Upstream,01URFA15.NA,01URFA15,Blue,NA,na,Stenelmis sp.,NA,NA,2,3.45
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR01,Acroneuria sp.,larva,NA,1,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR22,Agnetina sp.,larva,NA,1,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR18,Boyeria vinosa,larva,NA,1,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR19,Cambarus sp.,adult,NA,1,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR21,Cheumatopsyche sp.,larva,NA,1,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR05,Chimarra sp.,larva,NA,1,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR11,Chironomidae sp.,larva,NA,1,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR17,Clinocera sp.,larva,NA,1,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR23,Cultus sp.,larva,NA,1,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,"UR07, UR14",Ephemerella invaria,larva,NA,12,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR20,Hydropsyche sp.,larva,NA,6,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR10,Hydropsyche sp.,larva,NA,9,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR09,Isonychia sp.,larva,forecoxal gills are is large tuft of filiments,5,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR02,Isoperla sp.,larva,NA,13,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR15,Maccaffertium sp.,larva,NA,1,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR04,Nemoura sp.,larva,NA,5,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR06,Psephenus sp.,larva,NA,2,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR13,Pycnopsyche sp.,larva,NA,2,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR16,Rhithrogena sp.,larva,NA,7,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR12,Rhyacophila sp.,larva,"plain abdomen, solid head",3,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR03,Sasquaperla sp.,larva,NA,1,6.75
2016-04-05,2016,Spring,Upstream,01URSP16.NA,01URSP16,Orange,NA,UR08,segmented_worms,adult,NA,1,6.75
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR9,Acerpenna macdunnoughi,larva,NA,1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR23,Alloperla sp.,larva,NA,2,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR1,Ameletus sp.,larva,NA,2,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR31,Chimarra sp.,larva,NA,1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR12,Chironomidae sp.,pupa,pupae,2,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR10,Epeorus vitreus,larva,NA,4,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,"UR5, UR6",Ephemerella invaria,larva,NA,17,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR14,Ephydridae sp.,larva,NA,1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR14,Ephydridae sp.,larva,NA,3,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR33,Eurylophella sp.,larva,NA,1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR-set free,Faxonius virilis,adult,NA,1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR3,Hetaerina sp.,larva,NA,1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR13,Hydrometra sp.,adult,NA,1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR26,Hydropsyche sp.,larva,NA,1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR27,Hydropsyche sp.,larva,NA,3,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR32,Isonychia sp.,larva,forecoxal gills are is large tuft of filiments,1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR19,Isoperla sp.,larva,NA,8,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR16,Leuctra sp.,larva,NA,1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR8,Maccaffertium sp.,larva,NA,1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR17,Nemoura sp.,larva,NA,6,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR4,Neoleptophlebia sp.,larva,"(recently changed from Paraleptophlebia, has gills forked with tracheal branching at base)",1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR28,Neophylax sp.,larva,NA,5,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR24,Psephenus sp.,larva,NA,1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR25,Pycnopsyche sp.,larva,NA,4,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR29,Rhyacophila sp.,larva,"striped abdomen, brown stripe down yellow head",1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR30,Rhyacophila sp.,larva,"striped abdomen, brown stripe down yellow head",1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR33,Siphlonurus sp.,larva,NA,1,8.55
2016-04-06,2016,Spring,Upstream,02URSP16.NA,02URSP16,Blue,NA,UR2,Stylogomphus albistylus,larva,NA,1,8.55
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR12,Ameletus sp.,larva,NA,1,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR21,Chironomidae sp.,larva,NA,2,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR21,Chironomidae sp.,larva,NA,4,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR20,Chironomidae sp.,larva,NA,4,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR03,Epeorus vitreus,larva,NA,1,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR10,Ephemerella invaria,larva,NA,15,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR33,Ephydridae sp.,larva,NA,1,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR27,Hydrophilidae sp.,larva,NA,1,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR34,Hydropsyche sp.,larva,NA,2,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR11,Isonychia sp.,larva,forecoxal gills are is large tuft of filiments,3,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR25,Isonychia sp.,larva,forecoxal gills are is large tuft of filiments,5,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR06,Isoperla sp.,larva,NA,23,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR24,Lebertia sp.,adult,"water mites, round soft body, coxa 1 fused Y, often blue legs",1,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR09,Leptophlebia sp.,larva,NA,2,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR18,Leucrocuta sp.,larva,NA,3,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR30,Leuctra sp.,larva,NA,1,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR32,Maccaffertium sp.,larva,NA,2,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR26,Nemoura sp.,larva,NA,9,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR36,Neoleptophlebia sp.,larva,"(recently changed from Paraleptophlebia, has gills forked with tracheal branching at base)",1,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR34,Neoleptophlebia sp.,larva,"(recently changed from Paraleptophlebia, has gills forked with tracheal branching at base)",2,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR22,Neophylax sp.,larva,NA,1,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR05,Neophylax sp.,larva,NA,2,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR28,Nigronia sp.,larva,NA,1,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR15,Ophiogomphus sp.,larva,NA,1,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR36,Paraleptophlebia sp.,larva,"deep forked gill, trachea of gills without lateral branches, abdominal tergites mottled, legs pale with darker brown bands",2,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,"UR09,UR36",Paraleptophlebia sp.,larva,"deep forked gill, trachea of gills without lateral branches, abdominal tergites mottled, legs pale with darker brown bands",3,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR16,Psephenus sp.,larva,NA,14,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR01,Pycnopsyche sp.,larva,NA,2,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR04,Rhithrogena sp.,larva,NA,16,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR13,Rhyacophila sp.,larva,"plain abdomen, solid head",2,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR02,Rhyacophila sp.,larva,"striped abdomen, brown stripe down yellow head",4,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR19,segmented_worms,adult,NA,1,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR35,Serratella sp.,larva,NA,2,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR33,Simulium sp.,larva,NA,1,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR07,Siphlonurus sp.,larva,NA,5,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR23,Stenelmis sp.,NA,NA,1,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR14,Stylogomphus albistylus,larva,NA,1,9.45
2016-04-07,2016,Spring,Upstream,03URSP16.NA,03URSP16,Yellow,NA,UR29,Suwallia sp.,larva,NA,3,9.45
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR08,Acroneuria sp.,larva,NA,1,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR02,Caecidotea sp.,adult,NA,2,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR19,Chironomidae sp.,larva,NA,1,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR10,Epeorus vitreus,larva,NA,7,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR07,Ephemerella invaria,larva,NA,12,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR22a,Ephydridae sp.,larva,NA,2,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,"DR22b,18",Ephydridae sp.,larva,NA,3,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR24,Eurylophella sp.,larva,NA,1,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR27,Hydropsyche sp.,larva,NA,10,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR04,Isonychia sp.,larva,forecoxal gills are is large tuft of filiments,4,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR03,Isoperla sp.,larva,NA,21,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR09,Lebertia sp.,adult,"water mites, round soft body, coxa 1 fused Y, often blue legs",1,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR09,Lebertia sp.,adult,"water mites, round soft body, coxa 1 fused Y, often blue legs",2,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR17,Leucrocuta sp.,larva,NA,3,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR16,Maccaffertium sp.,larva,NA,8,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR11,Nemoura sp.,larva,NA,7,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR12,Neoleptophlebia sp.,larva,"(recently changed from Paraleptophlebia, has gills forked with tracheal branching at base)",1,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR26,Neophylax sp.,larva,NA,6,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR01,Nigronia sp.,larva,NA,1,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR06,Ophiogomphus aspersus,larva,NA,1,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR06,Ophiogomphus mainensis,larva,NA,1,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR05,Psephenus sp.,larva,NA,6,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR23,Pycnopsyche sp.,larva,NA,8,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR15,Rhyacophila sp.,larva,"plain abdomen, brown & yellow head",1,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR25,Rhyacophila sp.,larva,"plain abdomen, solid head",1,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR20,Rhyacophila sp.,larva,"striped abdomen, brown stripe down yellow head",1,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR28,segmented_worms,adult,NA,2,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR29,Serratella sp.,larva,NA,8,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR13,Siphlonurus sp.,larva,NA,3,6.6
2016-04-12,2016,Spring,Downstream,01DRSP16.NA,01DRSP16,Orange,NA,DR14,Stenelmis sp.,NA,NA,6,6.6
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR29,Acerpenna macdunnoughi,larva,NA,10,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR22,Acroneuria sp.,larva,NA,8,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR20,Ancyronyx variegata,adult,NA,1,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR26,Beloneuria sp.,larva,NA,1,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR07,Chimarra sp.,larva,NA,1,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR25,Cultus sp.,larva,NA,3,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR05,Dytiscidae sp.,NA,NA,1,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR11,Epeorus vitreus,larva,NA,24,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR16,Ephemerella invaria,larva,NA,2,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR28,Ephemerella invaria,larva,NA,63,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR-set free,Faxonius virilis,adult,NA,3,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR10,Gerridae sp.,adult,NA,2,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR09,Gyrinidae sp.,NA,NA,1,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR15,Hagenius brevistylus,larva,NA,1,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR08,Hydropsyche sp.,larva,NA,12,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR18,Hydropsyche sp.,larva,NA,15,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR30,Isonychia sp.,larva,forecoxal gills are is large tuft of filiments,17,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR24,Isoperla sp.,larva,NA,62,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR14,Maccaffertium sp.,larva,NA,19,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR23,Microvelia sp.,adult,NA,1,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR27,Nemoura sp.,larva,NA,14,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR28,Neophylax sp.,larva,NA,8,8.1
2016-04-13,2016,Spring,Downstream,02DRSP16.NA,02DRSP16,Blue,NA,DR01,Nigronia sp.,larva,NA,2,8.1
